Dataset,Strategy,BinCenter,BinCount
sift-128-euclidean,IDOrder,23.980000,3349332
sift-128-euclidean,IDOrder,28.340000,2292566
sift-128-euclidean,IDOrder,32.700000,2021497
sift-128-euclidean,IDOrder,37.060000,2214074
sift-128-euclidean,IDOrder,41.420000,1565147
sift-128-euclidean,IDOrder,45.780000,1412054
sift-128-euclidean,IDOrder,50.140000,1577831
sift-128-euclidean,IDOrder,54.500000,1136870
sift-128-euclidean,IDOrder,58.860000,1285864
sift-128-euclidean,IDOrder,63.220000,933153
sift-128-euclidean,IDOrder,67.580000,857831
sift-128-euclidean,IDOrder,71.940000,981072
sift-128-euclidean,IDOrder,76.300000,719568
sift-128-euclidean,IDOrder,80.660000,669839
sift-128-euclidean,IDOrder,85.020000,775878
sift-128-euclidean,IDOrder,89.380000,578126
sift-128-euclidean,IDOrder,93.740000,545452
sift-128-euclidean,IDOrder,98.100000,647947
sift-128-euclidean,IDOrder,102.460000,501800
sift-128-euclidean,IDOrder,106.820000,508530
sift-128-euclidean,IDOrder,111.180000,692532
sift-128-euclidean,IDOrder,115.540000,595835
sift-128-euclidean,IDOrder,119.900000,700017
sift-128-euclidean,IDOrder,124.260000,440521
sift-128-euclidean,IDOrder,128.620000,317487
sift-128-euclidean,IDOrder,132.980000,250992
sift-128-euclidean,IDOrder,137.340000,119215
sift-128-euclidean,IDOrder,141.700000,71147
sift-128-euclidean,IDOrder,146.060000,46224
sift-128-euclidean,IDOrder,150.420000,18079
sift-128-euclidean,IDOrder,154.780000,9400
sift-128-euclidean,IDOrder,159.140000,5261
sift-128-euclidean,IDOrder,163.500000,1725
sift-128-euclidean,IDOrder,167.860000,925
sift-128-euclidean,IDOrder,172.220000,329
sift-128-euclidean,IDOrder,176.580000,198
sift-128-euclidean,IDOrder,180.940000,105
sift-128-euclidean,IDOrder,185.300000,54
sift-128-euclidean,IDOrder,189.660000,39
sift-128-euclidean,IDOrder,194.020000,17
sift-128-euclidean,IDOrder,198.380000,12
sift-128-euclidean,IDOrder,202.740000,10
sift-128-euclidean,IDOrder,207.100000,12
sift-128-euclidean,IDOrder,211.460000,4
sift-128-euclidean,IDOrder,215.820000,3
sift-128-euclidean,GraphGuided,-215.820000,4
sift-128-euclidean,GraphGuided,-211.460000,1
sift-128-euclidean,GraphGuided,-207.100000,8
sift-128-euclidean,GraphGuided,-202.740000,9
sift-128-euclidean,GraphGuided,-198.380000,13
sift-128-euclidean,GraphGuided,-194.020000,23
sift-128-euclidean,GraphGuided,-189.660000,51
sift-128-euclidean,GraphGuided,-185.300000,56
sift-128-euclidean,GraphGuided,-180.940000,125
sift-128-euclidean,GraphGuided,-176.580000,164
sift-128-euclidean,GraphGuided,-172.220000,311
sift-128-euclidean,GraphGuided,-167.860000,763
sift-128-euclidean,GraphGuided,-163.500000,1308
sift-128-euclidean,GraphGuided,-159.140000,4023
sift-128-euclidean,GraphGuided,-154.780000,7191
sift-128-euclidean,GraphGuided,-150.420000,13898
sift-128-euclidean,GraphGuided,-146.060000,36800
sift-128-euclidean,GraphGuided,-141.700000,59916
sift-128-euclidean,GraphGuided,-137.340000,110358
sift-128-euclidean,GraphGuided,-132.980000,258717
sift-128-euclidean,GraphGuided,-128.620000,362610
sift-128-euclidean,GraphGuided,-124.260000,549097
sift-128-euclidean,GraphGuided,-119.900000,919587
sift-128-euclidean,GraphGuided,-115.540000,790065
sift-128-euclidean,GraphGuided,-111.180000,708136
sift-128-euclidean,GraphGuided,-106.820000,761160
sift-128-euclidean,GraphGuided,-102.460000,572608
sift-128-euclidean,GraphGuided,-98.100000,724923
sift-128-euclidean,GraphGuided,-93.740000,603677
sift-128-euclidean,GraphGuided,-89.380000,630910
sift-128-euclidean,GraphGuided,-85.020000,842401
sift-128-euclidean,GraphGuided,-80.660000,722732
sift-128-euclidean,GraphGuided,-76.300000,772440
sift-128-euclidean,GraphGuided,-71.940000,1046859
sift-128-euclidean,GraphGuided,-67.580000,912889
sift-128-euclidean,GraphGuided,-63.220000,987232
sift-128-euclidean,GraphGuided,-58.860000,1353334
sift-128-euclidean,GraphGuided,-54.500000,1191205
sift-128-euclidean,GraphGuided,-50.140000,1648744
sift-128-euclidean,GraphGuided,-45.780000,1464252
sift-128-euclidean,GraphGuided,-41.420000,1618081
sift-128-euclidean,GraphGuided,-37.060000,2274770
sift-128-euclidean,GraphGuided,-32.700000,2059567
sift-128-euclidean,GraphGuided,-28.340000,2325540
sift-128-euclidean,GraphGuided,-23.980000,3376467
sift-128-euclidean,GraphGuided,-19.620000,3181913
sift-128-euclidean,GraphGuided,-15.260000,3765690
sift-128-euclidean,GraphGuided,-10.900000,5905326
sift-128-euclidean,GraphGuided,-6.540000,6330827
sift-128-euclidean,GraphGuided,-2.180000,9967481
sift-128-euclidean,GraphGuided,2.180000,19303912
sift-128-euclidean,GraphGuided,6.540000,6303479
sift-128-euclidean,GraphGuided,10.900000,5877337
sift-128-euclidean,GraphGuided,15.260000,3738482
sift-128-euclidean,GraphGuided,19.620000,3157733
sift-128-euclidean,GraphGuided,23.980000,3347347
sift-128-euclidean,GraphGuided,28.340000,2303599
sift-128-euclidean,GraphGuided,32.700000,2039016
sift-128-euclidean,GraphGuided,37.060000,2243507
sift-128-euclidean,GraphGuided,41.420000,1597839
sift-128-euclidean,GraphGuided,45.780000,1449625
sift-128-euclidean,GraphGuided,50.140000,1627231
sift-128-euclidean,GraphGuided,54.500000,1176097
sift-128-euclidean,GraphGuided,58.860000,1335552
sift-128-euclidean,GraphGuided,63.220000,976460
sift-128-euclidean,GraphGuided,67.580000,902363
sift-128-euclidean,GraphGuided,71.940000,1038086
sift-128-euclidean,GraphGuided,76.300000,765972
sift-128-euclidean,GraphGuided,80.660000,717465
sift-128-euclidean,GraphGuided,85.020000,835408
sift-128-euclidean,GraphGuided,89.380000,628319
sift-128-euclidean,GraphGuided,93.740000,598992
sift-128-euclidean,GraphGuided,98.100000,722068
sift-128-euclidean,GraphGuided,102.460000,570690
sift-128-euclidean,GraphGuided,106.820000,595431
sift-128-euclidean,GraphGuided,111.180000,858871
sift-128-euclidean,GraphGuided,115.540000,780165
sift-128-euclidean,GraphGuided,119.900000,915181
sift-128-euclidean,GraphGuided,124.260000,553380
sift-128-euclidean,GraphGuided,128.620000,371258
sift-128-euclidean,GraphGuided,132.980000,271096
sift-128-euclidean,GraphGuided,137.340000,117401
sift-128-euclidean,GraphGuided,141.700000,65527
sift-128-euclidean,GraphGuided,146.060000,40157
sift-128-euclidean,GraphGuided,150.420000,15336
sift-128-euclidean,GraphGuided,154.780000,7645
sift-128-euclidean,GraphGuided,159.140000,4589
sift-128-euclidean,GraphGuided,163.500000,1476
sift-128-euclidean,GraphGuided,167.860000,782
sift-128-euclidean,GraphGuided,172.220000,352
sift-128-euclidean,GraphGuided,176.580000,193
sift-128-euclidean,GraphGuided,180.940000,118
sift-128-euclidean,GraphGuided,185.300000,90
sift-128-euclidean,GraphGuided,189.660000,40
sift-128-euclidean,GraphGuided,194.020000,39
sift-128-euclidean,GraphGuided,198.380000,11
sift-128-euclidean,GraphGuided,202.740000,9
sift-128-euclidean,GraphGuided,207.100000,8
sift-128-euclidean,GraphGuided,211.460000,4
sift-128-euclidean,GraphGuided,215.820000,0
